# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 29 06:57:43 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN pl_name:        Planet Name
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
#
rowid,pl_hostname,pl_letter,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,pl_name,pl_massj
1813,SWEEPS-11,b,1.79600000,0.030000,,9.70000,8500.00,1.10,SWEEPS-11 b,9.70000
1814,SWEEPS-4,b,4.20000000,0.055000,,3.80000,8500.00,1.24,SWEEPS-4 b,3.80000
1815,TYC 1422-614-1,b,198.40000000,0.690000,0.060000,2.50000,759.00,1.15,TYC 1422-614-1 b,
1816,TYC 1422-614-1,c,559.30000000,1.370000,0.048000,10.00000,759.00,1.15,TYC 1422-614-1 c,
1817,TYC 3667-1280-1,b,26.46800000,0.210000,0.036000,5.40000,481.00,1.87,TYC 3667-1280-1 b,
1818,TrES-1,b,3.03006500,0.039250,,0.75200,150.00,0.88,TrES-1 b,0.75200
1819,TrES-2,b,2.47061317,0.036700,,1.19700,213.00,0.98,TrES-2 b,1.19700
1820,TrES-3,b,1.30618581,0.022820,0.000000,1.91000,228.00,0.93,TrES-3 b,1.91000
1821,TrES-4,b,3.55394500,0.050910,0.000000,0.91900,492.00,1.40,TrES-4 b,0.91900
1822,TrES-5,b,1.48224686,0.024590,,1.79000,360.00,0.90,TrES-5 b,1.79000
1823,USco CTIO 108,b,,670.000000,,14.00000,,0.06,USco CTIO 108 b,14.00000
1824,UZ For,b,5840.00000000,5.900000,0.040000,6.30000,,0.70,UZ For b,6.30000
1825,UZ For,c,1916.25000000,2.800000,0.050000,7.70000,,0.70,UZ For c,7.70000
1826,V0391 Peg,b,1170.00000000,1.700000,0.000000,3.20000,1400.00,0.50,V0391 Peg b,
1827,VHS J125601.92-125723.9,b,,102.000000,,11.20000,12.70,0.07,VHS J125601.92-125723.9 b,11.20000
1828,WASP-1,b,2.51994540,0.038890,0.000000,0.85400,408.00,1.24,WASP-1 b,0.85400
1829,WASP-10,b,3.09276160,0.037810,,3.15000,90.00,0.75,WASP-10 b,3.15000
1830,WASP-100,b,2.84937500,0.045700,0.000000,2.03000,,1.57,WASP-100 b,2.03000
1831,WASP-101,b,3.58572200,0.050600,0.000000,0.50000,,1.34,WASP-101 b,0.50000
1832,WASP-103,b,0.92554200,0.019850,,1.49000,470.00,1.22,WASP-103 b,1.49000
1833,WASP-104,b,1.75541370,0.029180,0.000000,1.27200,143.00,1.08,WASP-104 b,1.27200
1834,WASP-106,b,9.28971500,0.091700,0.000000,1.92500,283.00,1.19,WASP-106 b,1.92500
1835,WASP-11,b,3.72247470,0.043500,0.000000,0.48700,121.70,0.83,WASP-11 b,0.48700
1836,WASP-117,b,10.02165000,0.094590,0.302000,0.27550,,1.13,WASP-117 b,0.27550
1837,WASP-12,b,1.09142300,0.022900,0.049000,1.41000,,1.35,WASP-12 b,1.41000
1838,WASP-13,b,4.35301100,0.053620,0.000000,0.47700,155.00,1.09,WASP-13 b,0.47700
1839,WASP-135,b,1.40137940,0.024300,0.000000,1.90000,300.00,0.98,WASP-135 b,1.90000
1840,WASP-14,b,2.24375200,0.036000,0.091000,7.34100,160.00,1.21,WASP-14 b,7.34100
1841,WASP-15,b,3.75206560,0.049900,0.000000,0.54200,,1.18,WASP-15 b,0.54200
1842,WASP-16,b,3.11860090,0.042100,0.000000,0.85500,,1.02,WASP-16 b,0.85500
1843,WASP-17,b,3.73544170,0.051000,0.129000,0.49000,400.00,1.20,WASP-17 b,0.49000
1844,WASP-18,b,0.94145299,0.020260,0.009200,10.43000,105.49,1.28,WASP-18 b,10.43000
1845,WASP-19,b,0.78884000,0.016550,0.004600,1.16800,250.00,0.94,WASP-19 b,1.16800
1846,WASP-2,b,2.15222600,0.031380,,0.91500,166.00,0.89,WASP-2 b,0.91500
1847,WASP-20,b,4.89962840,0.060000,0.000000,0.31100,210.00,1.20,WASP-20 b,0.31100
1848,WASP-21,b,4.32248200,0.052000,0.000000,0.30000,242.00,0.89,WASP-21 b,0.30000
1849,WASP-22,b,3.53273064,0.048900,,0.61700,300.00,1.25,WASP-22 b,0.61700
1850,WASP-23,b,2.94442560,0.037600,0.062000,0.88400,,0.78,WASP-23 b,0.88400
1851,WASP-24,b,2.34121242,0.036510,0.000000,1.07100,,1.18,WASP-24 b,1.07100
1852,WASP-25,b,3.76482500,0.047300,0.000000,0.58000,,1.00,WASP-25 b,0.58000
1853,WASP-26,b,2.75660040,0.039850,0.000000,1.02800,250.00,1.11,WASP-26 b,1.02800
1854,WASP-28,b,3.40883000,0.044690,0.000000,0.90700,410.00,1.02,WASP-28 b,0.90700
1855,WASP-29,b,3.92272700,0.045700,0.030000,0.24400,70.00,0.82,WASP-29 b,0.24400
1856,WASP-3,b,1.84683500,0.031510,0.000000,1.76000,220.00,1.24,WASP-3 b,1.76000
1857,WASP-31,b,3.40590960,0.046590,0.000000,0.47800,360.00,1.16,WASP-31 b,0.47800
1858,WASP-32,b,2.71865900,0.039400,0.018000,3.60000,,1.10,WASP-32 b,3.60000
1859,WASP-33,b,1.21986690,0.025550,,4.10000,116.14,1.50,WASP-33 b,4.10000
1860,WASP-34,b,4.31767820,0.052400,0.038000,0.59000,120.00,1.01,WASP-34 b,0.59000
1861,WASP-35,b,3.16157500,0.043170,0.000000,0.72000,,1.07,WASP-35 b,0.72000
1862,WASP-36,b,1.53736596,0.026770,,2.36100,450.00,1.08,WASP-36 b,2.36100
1863,WASP-37,b,3.57746900,0.044600,0.000000,1.80000,343.00,0.93,WASP-37 b,1.80000
1864,WASP-38,b,6.87181500,0.075220,0.031400,2.69100,110.00,1.20,WASP-38 b,2.69100
1865,WASP-39,b,4.05525900,0.048600,0.000000,0.28000,230.00,0.93,WASP-39 b,0.28000
1866,WASP-4,b,1.33823251,,0.000000,1.21600,300.00,0.89,WASP-4 b,1.21600
1867,WASP-41,b,3.05240400,0.040000,0.026000,0.94000,180.00,0.93,WASP-41 b,0.94000
1868,WASP-41,c,421.00000000,1.070000,0.294000,3.18000,180.00,0.93,WASP-41 c,
1869,WASP-42,b,4.98168190,0.056100,,0.52700,160.00,0.95,WASP-42 b,0.52700
1870,WASP-43,b,0.81347500,0.014200,0.000000,1.78000,80.00,0.58,WASP-43 b,1.78000
1871,WASP-44,b,2.42380390,0.034730,0.000000,0.88900,,0.95,WASP-44 b,0.88900
1872,WASP-45,b,3.12609600,0.040500,,1.00200,,0.90,WASP-45 b,1.00200
1873,WASP-46,b,1.43036763,0.023350,,1.91000,,0.83,WASP-46 b,1.91000
1874,WASP-47,b,4.15912870,,,1.07290,200.00,1.04,WASP-47 b,1.07290
1875,WASP-47,c,572.00000000,1.360000,0.130000,1.24000,200.00,1.04,WASP-47 c,
1876,WASP-47,d,9.03081000,,,0.04782,200.00,1.04,WASP-47 d,0.04782
1877,WASP-47,e,0.78959700,,,0.06922,200.00,1.04,WASP-47 e,0.06922
1878,WASP-48,b,2.14363544,0.033200,0.000000,0.90700,,1.06,WASP-48 b,0.90700
1879,WASP-49,b,2.78173870,0.037900,0.000000,0.37800,170.00,0.94,WASP-49 b,0.37800
1880,WASP-5,b,1.62842790,0.026700,0.038000,1.58000,300.00,0.96,WASP-5 b,1.58000
1881,WASP-50,b,1.95509590,0.029450,0.009000,1.46800,230.00,0.89,WASP-50 b,1.46800
1882,WASP-52,b,1.74977980,0.027200,0.000000,0.46000,140.00,0.87,WASP-52 b,0.46000
1883,WASP-54,b,3.69364110,0.049870,0.067000,0.63600,200.00,1.21,WASP-54 b,0.63600
1884,WASP-55,b,4.46562910,0.055800,,0.62700,330.00,1.16,WASP-55 b,0.62700
1885,WASP-56,b,4.61710100,0.054580,0.000000,0.57100,255.00,1.02,WASP-56 b,0.57100
1886,WASP-57,b,2.83891856,0.037690,,0.64400,455.00,0.89,WASP-57 b,0.64400
1887,WASP-58,b,5.01718000,0.056100,0.000000,0.89000,300.00,0.94,WASP-58 b,0.89000
1888,WASP-59,b,7.91958500,0.069700,0.100000,0.86300,125.00,0.72,WASP-59 b,0.86300
1889,WASP-6,b,3.36100208,0.041400,0.054000,0.48500,,0.84,WASP-6 b,0.48500
1890,WASP-60,b,4.30500110,0.053100,0.000000,0.51400,400.00,1.08,WASP-60 b,0.51400
1891,WASP-61,b,3.85590000,0.051400,0.260000,2.06000,480.00,1.22,WASP-61 b,2.06000
1892,WASP-62,b,4.41195300,0.056700,0.210000,0.57000,160.00,1.25,WASP-62 b,0.57000
1893,WASP-63,b,4.37809000,0.057400,0.220000,0.38000,330.00,1.32,WASP-63 b,0.38000
1894,WASP-64,b,1.57329180,0.026480,0.000000,1.27100,350.00,1.00,WASP-64 b,1.27100
1895,WASP-65,b,2.31142430,0.033400,0.000000,1.55000,310.00,0.93,WASP-65 b,1.55000
1896,WASP-66,b,4.08605200,0.054600,0.110000,2.32000,380.00,1.30,WASP-66 b,2.32000
1897,WASP-67,b,4.61442000,0.051700,0.200000,0.42000,225.00,0.87,WASP-67 b,0.42000
1898,WASP-68,b,5.08429800,0.062060,0.000000,0.95000,,1.24,WASP-68 b,0.95000
1899,WASP-69,b,3.86813820,0.045250,0.000000,0.26000,50.00,0.83,WASP-69 b,0.26000
1900,WASP-7,b,4.95465800,0.061800,0.000000,0.96000,140.00,1.28,WASP-7 b,0.96000
1901,WASP-70 A,b,3.71302030,0.048530,0.000000,0.59000,245.00,1.11,WASP-70 A b,0.59000
1902,WASP-71,b,2.90367470,0.046190,0.000000,2.24200,345.00,1.56,WASP-71 b,2.24200
1903,WASP-72,b,2.21674210,0.037080,0.000000,1.54610,340.00,1.39,WASP-72 b,1.54610
1904,WASP-73,b,4.08722000,0.055120,0.000000,1.88000,,1.34,WASP-73 b,1.88000
1905,WASP-74,b,2.13775000,0.037000,0.000000,0.95000,120.00,1.48,WASP-74 b,0.95000
1906,WASP-75,b,2.48419300,0.037500,0.000000,1.07000,260.00,1.14,WASP-75 b,1.07000
1907,WASP-76,b,1.80988600,0.033000,0.000000,0.92000,120.00,1.46,WASP-76 b,0.92000
1908,WASP-77 A,b,1.36003090,0.024000,0.000000,1.76000,93.00,1.00,WASP-77 A b,1.76000
1909,WASP-78,b,2.17517632,0.036200,0.000000,0.89000,550.00,1.17,WASP-78 b,0.89000
1910,WASP-79,b,3.66238660,0.053500,0.000000,0.90000,240.00,1.38,WASP-79 b,0.90000
1911,WASP-8,b,8.15871500,0.080100,0.310000,2.24400,87.00,1.03,WASP-8 b,2.24400
1912,WASP-8,c,4323.00000000,5.280000,0.000000,9.45000,87.00,1.03,WASP-8 c,
1913,WASP-80,b,3.06785234,0.034400,0.002000,0.53800,60.00,0.58,WASP-80 b,0.53800
1914,WASP-82,b,2.70578200,0.044700,0.000000,1.24000,200.00,1.63,WASP-82 b,1.24000
1915,WASP-83,b,4.97125200,0.059000,0.000000,0.30000,300.00,1.11,WASP-83 b,0.30000
1916,WASP-84,b,8.52348650,0.077100,0.000000,0.69400,125.00,0.84,WASP-84 b,0.69400
1917,WASP-88,b,4.95400000,0.064310,0.000000,0.56000,,1.45,WASP-88 b,0.56000
1918,WASP-89,b,3.35642270,0.042700,0.193000,5.90000,,0.92,WASP-89 b,5.90000
1919,WASP-90,b,3.91624300,0.056200,0.000000,0.63000,340.00,1.55,WASP-90 b,0.63000
1920,WASP-94 A,b,3.95019070,0.055000,0.130000,0.45200,180.00,1.45,WASP-94 A b,0.45200
1921,WASP-94 B,b,2.00839000,0.033500,0.000000,0.61800,180.00,1.24,WASP-94 B b,
1922,WASP-95,b,2.18467300,0.034160,0.000000,1.13000,,1.11,WASP-95 b,1.13000
1923,WASP-96,b,3.42526020,0.045300,0.000000,0.48000,,1.06,WASP-96 b,0.48000
1924,WASP-97,b,2.07276000,0.033030,0.000000,1.32000,,1.12,WASP-97 b,1.32000
1925,WASP-98,b,2.96264000,0.036000,0.000000,0.83000,,0.69,WASP-98 b,0.83000
1926,WASP-99,b,5.75251000,0.071700,0.000000,2.78000,,1.48,WASP-99 b,2.78000
1927,WD 0806-661,b,,2500.000000,,7.50000,19.20,0.62,WD 0806-661 b,7.50000
1928,WISEP J121756.91+162640.2 A,b,,8.000000,,22.00000,10.10,0.03,WISEP J121756.91+162640.2 A b,22.00000
1929,WTS-1,b,3.35205700,0.047000,0.100000,4.01000,3200.00,1.20,WTS-1 b,4.01000
1930,WTS-2,b,1.01870680,0.018550,0.000000,1.12000,1000.00,0.82,WTS-2 b,1.12000
1931,Wolf 1061,b,4.88760000,0.035509,0.000000,0.00428,4.29,0.25,Wolf 1061 b,
1932,Wolf 1061,c,17.86700000,0.084270,0.190000,0.01337,4.29,0.25,Wolf 1061 c,
1933,Wolf 1061,d,67.27000000,0.203900,0.320000,0.01639,4.29,0.25,Wolf 1061 d,
1934,XO-1,b,3.94150685,0.049000,0.000000,0.92000,172.00,1.03,XO-1 b,0.92000
1935,XO-2 N,b,2.61585922,0.036730,0.006000,0.59700,145.50,0.97,XO-2 N b,0.59700
1936,XO-2 S,b,18.15700000,0.134400,0.180000,0.25900,148.00,0.98,XO-2 S b,
1937,XO-2 S,c,120.80000000,0.475600,0.152800,1.37000,148.00,0.98,XO-2 S c,
1938,XO-3,b,3.19152390,0.045400,0.260000,11.79000,174.00,1.21,XO-3 b,11.79000
1939,XO-4,b,4.12508280,,0.000000,1.78000,293.00,1.32,XO-4 b,1.78000
1940,XO-5,b,4.18775580,0.051500,0.000000,1.19000,260.00,1.04,XO-5 b,1.19000
1941,alf Ari,b,380.80000000,1.200000,0.250000,1.80000,20.21,1.50,alf Ari b,
1942,alf Tau,b,628.96000000,1.460000,0.100000,6.47000,20.43,1.13,alf Tau b,
1943,bet Cnc,b,605.20000000,1.700000,0.080000,7.80000,89.05,1.70,bet Cnc b,
1944,bet Pic,b,7665.00000000,9.100000,0.080000,,19.28,1.76,bet Pic b,
1945,bet UMi,b,522.30000000,1.400000,0.190000,6.10000,38.78,1.40,bet UMi b,
1946,eps CrB,b,417.90000000,1.300000,0.110000,6.70000,70.42,1.70,eps CrB b,
1947,eps Eri,b,2502.00000000,3.390000,0.702000,1.55000,3.21,0.83,eps Eri b,1.55000
1948,eps Tau,b,594.90000000,1.930000,0.151000,7.60000,47.53,2.70,eps Tau b,
1949,gam 1 Leo,b,428.50000000,1.190000,0.144000,8.78000,38.52,1.23,gam 1 Leo b,
1950,gam Cep,b,903.30000000,2.050000,0.049000,1.85000,13.79,1.40,gam Cep b,
1951,kap And,b,,55.000000,,13.61600,52.03,2.60,kap And b,13.61600
1952,kap CrB,b,1261.94000000,2.800000,0.044000,2.00000,30.50,1.47,kap CrB b,2.00000
1953,mu Leo,b,357.80000000,1.100000,0.090000,2.40000,40.78,1.50,mu Leo b,
1954,nu Oph,b,530.32000000,1.900000,0.125600,24.00000,46.84,3.04,nu Oph b,
1955,nu Oph,c,3186.00000000,6.100000,0.165000,27.00000,46.84,3.04,nu Oph c,
1956,ome Ser,b,277.02000000,1.100000,0.106000,1.70000,80.64,2.17,ome Ser b,
1957,omi CrB,b,187.83000000,0.830000,0.191000,1.50000,84.03,2.13,omi CrB b,
1958,omi UMa,b,1630.00000000,3.900000,0.130000,4.10000,56.31,3.09,omi UMa b,
1959,psi Dra B,b,3117.00000000,4.430000,0.400000,1.53000,22.16,1.19,psi Dra B b,
1960,tau Boo,b,3.31245680,0.049000,0.011000,4.32000,15.60,1.34,tau Boo b,
1961,tau Gem,b,305.50000000,1.170000,0.031000,20.60000,92.51,2.30,tau Gem b,
1962,ups And,b,4.61703300,0.059222,0.021500,0.68760,13.47,1.30,ups And b,
1963,ups And,c,241.25800000,0.827774,0.259600,1.98100,13.47,1.30,ups And c,
1964,ups And,d,1276.46000000,2.513290,0.298700,4.13200,13.47,1.30,ups And d,
1965,ups And,e,3848.86000000,5.245580,0.005360,1.05900,13.47,1.30,ups And e,
1966,xi Aql,b,136.75000000,0.680000,0.000000,2.80000,62.66,2.20,xi Aql b,
